date,content,tweets-cleaned,tweets-norm,stopwords-remove,stemmed_tweets,tokenized_content,tokenized_without_stemmed,label-fix
2023-05-15 05:39:27,Ramayana tajur tuh kayak hiden gem bioskop karena paling murah se-bogor 🫣🤣 coba klo depan ramayan tajur ada halte biskita beuuughhhh makin murah banget pergi nonton 😂🤣😂🤣,ramayana tajur tuh kayak hiden gem bioskop karena paling murah se bogor coba klo depan ramayan tajur ada halte biskita beughh makin murah banget pergi nonton,ramayana tajur tuh kayak hiden gem bioskop karena paling murah se bogor coba kalo depan ramayan tajur ada halte biskita beughh makin murah banget pergi menonton,ramayana tajur tuh kayak hiden gem bioskop murah bogor coba kalo ramayan tajur halte biskita beughh murah banget pergi menonton,ramayana tajur tuh kayak hiden gem bioskop murah bogor coba kalo ramayan tajur halte biskita beughh murah banget pergi tonton,"['ramayana', 'tajur', 'tuh', 'kayak', 'hiden', 'gem', 'bioskop', 'murah', 'bogor', 'coba', 'kalo', 'ramayan', 'tajur', 'halte', 'biskita', 'beughh', 'murah', 'banget', 'pergi', 'tonton']","['ramayana', 'tajur', 'tuh', 'kayak', 'hiden', 'gem', 'bioskop', 'murah', 'bogor', 'coba', 'kalo', 'ramayan', 'tajur', 'halte', 'biskita', 'beughh', 'murah', 'banget', 'pergi', 'menonton']",Positif
2023-05-15 03:57:11,"@txttransportasi Smg ada shuttle harjamukti baranangsiang, rencananya pake transpakuan itu kan yah",smg ada shuttle harjamukti baranangsiang rencananya pake transpakuan itu kan yah,semoga ada shuttle harjamukti baranangsiang rencananya pakai transpakuan itu kan yah,semoga shuttle harjamukti baranangsiang rencananya pakai transpakuan yah,moga shuttle harjamukti baranangsiang rencana pakai transpakuan yah,"['moga', 'shuttle', 'harjamukti', 'baranangsiang', 'rencana', 'pakai', 'transpakuan', 'yah']","['semoga', 'shuttle', 'harjamukti', 'baranangsiang', 'rencananya', 'pakai', 'transpakuan', 'yah']",Netral
2023-05-15 02:22:46,wallahi this biskita,wallahi this biskita,wallahi this biskita,wallahi this biskita,wallahi this biskita,"['wallahi', 'this', 'biskita']","['wallahi', 'this', 'biskita']",Netral
2023-05-14 23:37:38,info dong biskita udah berbayar belum???,info dong biskita udah berbayar belum,info dong biskita sudah berbayar belum,info biskita berbayar belum,info biskita bayar belum,"['info', 'biskita', 'bayar', 'belum']","['info', 'biskita', 'berbayar', 'belum']",Netral
2023-05-14 22:44:29,"@BimaAryaS TRANS PAKUAN AKAN smpai cibubur,sy baca di mdia online, jjur sngat sulit ke kot bogor, harus pake mtor atu tarnsit ke cibinong atu ciawi bis tdk ada seklpun ada tdk lyak dari krwang, mhasiswa dr botim hrus pake mtor,andi ada dr cibbr akn bnyk warga wisata ke k bgr tks",trans pakuan akan smpai cibubur sy baca di mdia online jjur sngat sulit ke kot bogor harus pake mtor atu tarnsit ke cibinong atu ciawi bis tdk ada seklpun ada tdk lyak dari krwang mhasiswa dr botim hrus pake mtor andi ada dr cibbr akn bnyk warga wisata ke bgr tks,trans pakuan akan sampai cibubur saya baca di mdia online jujur sngat sulit ke kot bogor harus pakai mtor satu tarnsit ke cibinong satu ciawi bis tidak ada seklpun ada tidak lyak dari krwang mhasiswa dari botim harus pakai mtor andi ada dari cibbr akan banyak warga wisata ke bgr tks,trans pakuan cibubur baca mdia online jujur sngat sulit kot bogor pakai mtor tarnsit cibinong ciawi bis tidak seklpun tidak lyak krwang mhasiswa botim pakai mtor andi cibbr warga wisata bgr tks,trans paku cibubur baca mdia online jujur sngat sulit kot bogor pakai mtor tarnsit cibinong ciawi bis tidak seklpun tidak lyak krwang mhasiswa botim pakai mtor andi cibbr warga wisata bgr tks,"['trans', 'paku', 'cibubur', 'baca', 'mdia', 'online', 'jujur', 'sngat', 'sulit', 'kot', 'bogor', 'pakai', 'mtor', 'tarnsit', 'cibinong', 'ciawi', 'bis', 'tidak', 'seklpun', 'tidak', 'lyak', 'krwang', 'mhasiswa', 'botim', 'pakai', 'mtor', 'andi', 'cibbr', 'warga', 'wisata', 'bgr', 'tks']","['trans', 'pakuan', 'cibubur', 'baca', 'mdia', 'online', 'jujur', 'sngat', 'sulit', 'kot', 'bogor', 'pakai', 'mtor', 'tarnsit', 'cibinong', 'ciawi', 'bis', 'tidak', 'seklpun', 'tidak', 'lyak', 'krwang', 'mhasiswa', 'botim', 'pakai', 'mtor', 'andi', 'cibbr', 'warga', 'wisata', 'bgr', 'tks']",Spam/Hapus
2023-05-14 15:05:00,"[Bgr] gais info dong sekarang kan SSA 2 arah lagi, nah biskita yg k1 rutenya kemana sekarang?",bgr gais info dong sekarang kan ssa arah lagi nah biskita yg rutenya kemana sekarang,bgr gais info dong sekarang kan ssa arah lagi nah biskita yang rutenya kemana sekarang,bgr gais info sekarang ssa arah biskita rutenya kemana sekarang,bgr gais info sekarang ssa arah biskita rute mana sekarang,"['bgr', 'gais', 'info', 'sekarang', 'ssa', 'arah', 'biskita', 'rute', 'mana', 'sekarang']","['bgr', 'gais', 'info', 'sekarang', 'ssa', 'arah', 'biskita', 'rutenya', 'kemana', 'sekarang']",Netral
2023-05-14 13:30:26,"-cont mending transpakuan bogor ini langsung diarahin ke halte baru bnn atau ya cari halte lain yang masih luang. kalo buat ikutan ke cibubur/halte bkn kayanya udah SANGAT AMAT tidak layak🥹 

demi kenyamanan dan keamanan penumpang, coba didengerin yuk ide dan saran dari kami🤗","cont mending transpakuan bogor ini langsung diarahin ke halte baru bnn atau ya cari halte lain yang masih luang kalo buat ikutan ke cibubur halte bkn kayanya udah sangat amat tidak layak 

demi kenyamanan dan keamanan penumpang coba didengerin yuk ide dan saran dari kami",cont mending transpakuan bogor ini langsung diarahin ke halte baru bnn atau ya cari halte lain yang masih luang kalo buat ikutan ke cibubur halte bukan kayanya sudah sangat amat tidak layak demi kenyamanan dan keamanan penumpang coba didengarkan yuk ide dan saran dari kami,cont mending transpakuan bogor langsung diarahin halte bnn ya cari halte luang kalo ikutan cibubur halte kayanya amat tidak layak demi kenyamanan keamanan penumpang coba didengarkan yuk ide saran,cont mending transpakuan bogor langsung diarahin halte bnn ya cari halte luang kalo ikut cibubur halte kaya amat tidak layak demi nyaman aman tumpang coba dengar yuk ide saran,"['cont', 'mending', 'transpakuan', 'bogor', 'langsung', 'diarahin', 'halte', 'bnn', 'ya', 'cari', 'halte', 'luang', 'kalo', 'ikut', 'cibubur', 'halte', 'kaya', 'amat', 'tidak', 'layak', 'demi', 'nyaman', 'aman', 'tumpang', 'coba', 'dengar', 'yuk', 'ide', 'saran']","['cont', 'mending', 'transpakuan', 'bogor', 'langsung', 'diarahin', 'halte', 'bnn', 'ya', 'cari', 'halte', 'luang', 'kalo', 'ikutan', 'cibubur', 'halte', 'kayanya', 'amat', 'tidak', 'layak', 'demi', 'kenyamanan', 'keamanan', 'penumpang', 'coba', 'didengarkan', 'yuk', 'ide', 'saran']",Negatif
2023-05-14 13:30:24,"sebagai penumpang setia tj di senin-jumat pagi maupun sore, bisa dong ya keluh kesah dan sarannya didengerin kiw admin @PT_Transjakarta 🤗

rasanya kalo transpakuan dari bogor dicampur ke cibubur ini bakal PENUH POLLLL diliat dari jumlah penumpang cibuburnya, armadanya, -cont","sebagai penumpang setia tj di senin jumat pagi maupun sore bisa dong ya keluh kesah dan sarannya didengerin kiw admin 

rasanya kalo transpakuan dari bogor dicampur ke cibubur ini bakal penuh poll diliat dari jumlah penumpang cibuburnya armadanya cont",sebagai penumpang setia tj di senin jumat pagi maupun sore bisa dong ya keluh kesah dan sarannya didengarkan kiw admin rasanya kalo transpakuan dari bogor dicampur ke cibubur ini bakal penuh poll dilihat dari jumlah penumpang cibuburnya armadanya cont,penumpang setia tj senin jumat pagi sore bisa ya keluh kesah sarannya didengarkan kiw admin kalo transpakuan bogor dicampur cibubur penuh poll penumpang cibuburnya armadanya cont,tumpang setia tj senin jumat pagi sore bisa ya keluh kesah saran dengar kiw admin kalo transpakuan bogor campur cibubur penuh poll tumpang cibuburnya armada cont,"['tumpang', 'setia', 'tj', 'senin', 'jumat', 'pagi', 'sore', 'bisa', 'ya', 'keluh', 'kesah', 'saran', 'dengar', 'kiw', 'admin', 'kalo', 'transpakuan', 'bogor', 'campur', 'cibubur', 'penuh', 'poll', 'tumpang', 'cibuburnya', 'armada', 'cont']","['penumpang', 'setia', 'tj', 'senin', 'jumat', 'pagi', 'sore', 'bisa', 'ya', 'keluh', 'kesah', 'sarannya', 'didengarkan', 'kiw', 'admin', 'kalo', 'transpakuan', 'bogor', 'dicampur', 'cibubur', 'penuh', 'poll', 'penumpang', 'cibuburnya', 'armadanya', 'cont']",Negatif
2023-05-14 13:30:10,"mon maap banget ni gue ga bisa setuju dah sekarang🥲

kalo baca dari beberapa berita, katanya mau ada rute transpakuan dari bogor ke cibubur dan nanti dilanjut dari cibubur ke jakarta alias bakal ikut ngantri depan cibubur junction nungguin 7C atau royal trans🫵","mon maap banget ni gue ga bisa setuju dah sekarang 

kalo baca dari beberapa berita katanya mau ada rute transpakuan dari bogor ke cibubur dan nanti dilanjut dari cibubur ke jakarta alias bakal ikut ngantri depan cibubur junction nungguin c atau royal trans",mon maaf banget nih aku enggak bisa setuju udah sekarang kalo baca dari beberapa berita katanya mau ada rute transpakuan dari bogor ke cibubur dan nanti dilanjut dari cibubur ke jakarta alias bakal ikut mengantri depan cibubur junction menunggu sih atau royal trans,mon maaf banget nih bisa setuju udah sekarang kalo baca berita mau rute transpakuan bogor cibubur dilanjut cibubur jakarta alias mengantri cibubur junction menunggu sih royal trans,mon maaf banget nih bisa tuju udah sekarang kalo baca berita mau rute transpakuan bogor cibubur lanjut cibubur jakarta alias antri cibubur junction tunggu sih royal trans,"['mon', 'maaf', 'banget', 'nih', 'bisa', 'tuju', 'udah', 'sekarang', 'kalo', 'baca', 'berita', 'mau', 'rute', 'transpakuan', 'bogor', 'cibubur', 'lanjut', 'cibubur', 'jakarta', 'alias', 'antri', 'cibubur', 'junction', 'tunggu', 'sih', 'royal', 'trans']","['mon', 'maaf', 'banget', 'nih', 'bisa', 'setuju', 'udah', 'sekarang', 'kalo', 'baca', 'berita', 'mau', 'rute', 'transpakuan', 'bogor', 'cibubur', 'dilanjut', 'cibubur', 'jakarta', 'alias', 'mengantri', 'cibubur', 'junction', 'menunggu', 'sih', 'royal', 'trans']",Netral
2023-05-14 13:30:09,"halo guys izinin gue ngomel ngomel mengenai per-transjakarta-an ini🤗 

sebagai penumpang setia @PT_Transjakarta dari Cibubur-BKN (7C), ku ucapkan terima kasih karna udah bikin rute yang sangat membantu rakyat cibubur dan sekitarnya ini🙏

tapi kalo sampe ada transpakuan masuk?","halo guys izinin gue ngomel ngomel mengenai per transjakarta an ini 

sebagai penumpang setia dari cibubur bkn c ku ucapkan terima kasih karna udah bikin rute yang sangat membantu rakyat cibubur dan sekitarnya ini 

tapi kalo sampe ada transpakuan masuk",halo guys izinin aku ngomel ngomel mengenai per transjakarta an ini sebagai penumpang setia dari cibubur bukan sih ku ucapkan terima kasih karena sudah bikin rute yang sangat membantu rakyat cibubur dan sekitarnya ini tapi kalo sampai ada transpakuan masuk,halo guys izinin ngomel ngomel transjakarta an penumpang setia cibubur sih ku ucapkan terima kasih bikin rute membantu rakyat cibubur kalo transpakuan masuk,halo guys izinin ngomel ngomel transjakarta an tumpang setia cibubur sih ku ucap terima kasih bikin rute bantu rakyat cibubur kalo transpakuan masuk,"['halo', 'guys', 'izinin', 'ngomel', 'ngomel', 'transjakarta', 'an', 'tumpang', 'setia', 'cibubur', 'sih', 'ku', 'ucap', 'terima', 'kasih', 'bikin', 'rute', 'bantu', 'rakyat', 'cibubur', 'kalo', 'transpakuan', 'masuk']","['halo', 'guys', 'izinin', 'ngomel', 'ngomel', 'transjakarta', 'an', 'penumpang', 'setia', 'cibubur', 'sih', 'ku', 'ucapkan', 'terima', 'kasih', 'bikin', 'rute', 'membantu', 'rakyat', 'cibubur', 'kalo', 'transpakuan', 'masuk']",Spam/Hapus
2023-05-14 12:12:26,"@occhamies @Biskita_id Selamat malam kak, untuk Kartu Multi Trip (KMT) belum bisa digunakan untuk transaksi pembayaran perjalanan transportasi tersebut, tks.",selamat malam kak untuk kartu multi trip kmt belum bisa digunakan untuk transaksi pembayaran perjalanan transportasi tersebut tks,selamat malam kak untuk kartu multi trip kmt belum bisa digunakan untuk transaksi pembayaran perjalanan transportasi tersebut tks,selamat malam kak kartu multi trip kmt belum bisa transaksi pembayaran perjalanan transportasi tks,selamat malam kak kartu multi trip kmt belum bisa transaksi bayar jalan transportasi tks,"['selamat', 'malam', 'kak', 'kartu', 'multi', 'trip', 'kmt', 'belum', 'bisa', 'transaksi', 'bayar', 'jalan', 'transportasi', 'tks']","['selamat', 'malam', 'kak', 'kartu', 'multi', 'trip', 'kmt', 'belum', 'bisa', 'transaksi', 'pembayaran', 'perjalanan', 'transportasi', 'tks']",Netral
2023-05-14 06:50:00,[bgr] emang biskita udah berbayar ya guissss????,bgr emang biskita udah berbayar ya guiss,bgr memang biskita sudah berbayar ya guiss,bgr biskita berbayar ya guiss,bgr biskita bayar ya guiss,"['bgr', 'biskita', 'bayar', 'ya', 'guiss']","['bgr', 'biskita', 'berbayar', 'ya', 'guiss']",Netral
2023-05-14 02:42:26,Rute K2 Biskita sekarang jadi rute terpanjang mengalahkan rute K2 sebelumnya (+ngelewatin semua titik macet). Semangat Bapak drivernya 💪,rute biskita sekarang jadi rute terpanjang mengalahkan rute sebelumnya ngelewatin semua titik macet semangat bapak drivernya,rute biskita sekarang jadi rute terpanjang mengalahkan rute sebelumnya ngelewatin semua titik macet semangat bapak drivernya,rute biskita sekarang rute terpanjang mengalahkan rute ngelewatin titik macet semangat drivernya,rute biskita sekarang rute panjang kalah rute ngelewatin titik macet semangat drivernya,"['rute', 'biskita', 'sekarang', 'rute', 'panjang', 'kalah', 'rute', 'ngelewatin', 'titik', 'macet', 'semangat', 'drivernya']","['rute', 'biskita', 'sekarang', 'rute', 'terpanjang', 'mengalahkan', 'rute', 'ngelewatin', 'titik', 'macet', 'semangat', 'drivernya']",Netral
2023-05-14 00:39:53,@Wie40857467Wie Trans Padang sama Trans Pakuan Bogor 1 karoseri. Tapi beda sasis,trans padang sama trans pakuan bogor karoseri tapi beda sasis,trans padang sama trans pakuan bogor karoseri tapi beda sasis,trans padang trans pakuan bogor karoseri beda sasis,trans padang trans paku bogor karoseri beda sasis,"['trans', 'padang', 'trans', 'paku', 'bogor', 'karoseri', 'beda', 'sasis']","['trans', 'padang', 'trans', 'pakuan', 'bogor', 'karoseri', 'beda', 'sasis']",Netral
2023-05-14 00:35:42,"Angkutan massal yang ada di Jakarta tidak diimbangi dengan pengembangan angkutan massal di kota-kota penyangga.
Bekasi, Depok dan Tangerang masih berkutat dengan angkot model lama. Sementara kota Bogor mulai berbenah dengan Trans Pakuan yang akan mengurangi penggunaan angkot.","angkutan massal yang ada di jakarta tidak diimbangi dengan pengembangan angkutan massal di kota kota penyangga 
bekasi depok dan tangerang masih berkutat dengan angkot model lama sementara kota bogor mulai berbenah dengan trans pakuan yang akan mengurangi penggunaan angkot",angkutan massal yang ada di jakarta tidak diimbangi dengan pengembangan angkutan massal di kota kota penyangga bekasi depok dan tangerang masih berkutat dengan angkot model lama sementara kota bogor mulai berbenah dengan trans pakuan yang akan mengurangi penggunaan angkot,angkutan massal jakarta tidak diimbangi pengembangan angkutan massal kota kota penyangga bekasi depok tangerang berkutat angkot model lama kota bogor berbenah trans pakuan mengurangi penggunaan angkot,angkut massal jakarta tidak imbang kembang angkut massal kota kota sangga bekas depok tangerang kutat angkot model lama kota bogor benah trans paku kurang guna angkot,"['angkut', 'massal', 'jakarta', 'tidak', 'imbang', 'kembang', 'angkut', 'massal', 'kota', 'kota', 'sangga', 'bekas', 'depok', 'tangerang', 'kutat', 'angkot', 'model', 'lama', 'kota', 'bogor', 'benah', 'trans', 'paku', 'kurang', 'guna', 'angkot']","['angkutan', 'massal', 'jakarta', 'tidak', 'diimbangi', 'pengembangan', 'angkutan', 'massal', 'kota', 'kota', 'penyangga', 'bekasi', 'depok', 'tangerang', 'berkutat', 'angkot', 'model', 'lama', 'kota', 'bogor', 'berbenah', 'trans', 'pakuan', 'mengurangi', 'penggunaan', 'angkot']",Netral
2023-05-13 23:24:09,Karoserinya sama kyk armada Trans Pakuan Biskita.,karoserinya sama kyk armada trans pakuan biskita,karoserinya sama kayak armada trans pakuan biskita,karoserinya kayak armada trans pakuan biskita,karoseri kayak armada trans paku biskita,"['karoseri', 'kayak', 'armada', 'trans', 'paku', 'biskita']","['karoserinya', 'kayak', 'armada', 'trans', 'pakuan', 'biskita']",Netral
2023-05-13 14:42:59,"dapat kereta tapi nunggu 20 menitan
tadi sampe di stasiun pas 21.27 kek yaallah tau gitu gue gausah nunggu bis transpakuan sampah. mana sinyal jga gatau knp tbtb buka aplikasi ojol malah error https://t.co/xv6scN6VpR","dapat kereta tapi nunggu menitan
tadi sampe di stasiun pas kek yaallah tau gitu gue gausah nunggu bis transpakuan sampah mana sinyal jga gatau knp tbtb buka aplikasi ojol malah error",dapat kereta tapi menunggu menitan tadi sampai di stasiun pas kayak yaallah tau begitu aku enggak usah menunggu bis transpakuan sampah mana sinyal juga enggak tau kenapa tbtb buka aplikasi ojol malah error,kereta menunggu menitan stasiun pas kayak yaallah tau usah menunggu bis transpakuan sampah mana sinyal tau tbtb buka aplikasi ojol error,kereta tunggu menit stasiun pas kayak yaallah tau usah tunggu bis transpakuan sampah mana sinyal tau tbtb buka aplikasi ojol error,"['kereta', 'tunggu', 'menit', 'stasiun', 'pas', 'kayak', 'yaallah', 'tau', 'usah', 'tunggu', 'bis', 'transpakuan', 'sampah', 'mana', 'sinyal', 'tau', 'tbtb', 'buka', 'aplikasi', 'ojol', 'error']","['kereta', 'menunggu', 'menitan', 'stasiun', 'pas', 'kayak', 'yaallah', 'tau', 'usah', 'menunggu', 'bis', 'transpakuan', 'sampah', 'mana', 'sinyal', 'tau', 'tbtb', 'buka', 'aplikasi', 'ojol', 'error']",Negatif
2023-05-13 14:08:31,"hal hal yang bikin gue kesel hari ini:
1. chat dibales seabad
2. ngolesin krim geliga kebanyakan
3. rencana potong rambut + ketemu temen, eh tapi temen gue bertele"" banget bikin gue gak jadi potong rambut
4. emak nelponin mulu lagi
5. nungguin biskita K1 sejam-an","hal hal yang bikin gue kesel hari ini 
 chat dibales seabad
 ngolesin krim geliga kebanyakan
 rencana potong rambut ketemu temen eh tapi temen gue bertele banget bikin gue gak jadi potong rambut
 emak nelponin mulu lagi
 nungguin biskita sejam an",hal hal yang bikin aku kesel hari ini chat dibales seabad ngolesin krim geliga kebanyakan rencana potong rambut ketemu teman eh tapi teman aku bertele banget bikin aku enggak jadi potong rambut emak nelponin mulu lagi menunggu biskita sejam an,bikin kesel chat dibales seabad ngolesin krim geliga kebanyakan rencana potong rambut ketemu teman eh teman bertele banget bikin potong rambut emak nelponin mulu menunggu biskita sejam an,bikin kesel chat dibales abad ngolesin krim geliga banyak rencana potong rambut ketemu teman eh teman tele banget bikin potong rambut emak nelponin mulu tunggu biskita jam an,"['bikin', 'kesel', 'chat', 'dibales', 'abad', 'ngolesin', 'krim', 'geliga', 'banyak', 'rencana', 'potong', 'rambut', 'ketemu', 'teman', 'eh', 'teman', 'tele', 'banget', 'bikin', 'potong', 'rambut', 'emak', 'nelponin', 'mulu', 'tunggu', 'biskita', 'jam', 'an']","['bikin', 'kesel', 'chat', 'dibales', 'seabad', 'ngolesin', 'krim', 'geliga', 'kebanyakan', 'rencana', 'potong', 'rambut', 'ketemu', 'teman', 'eh', 'teman', 'bertele', 'banget', 'bikin', 'potong', 'rambut', 'emak', 'nelponin', 'mulu', 'menunggu', 'biskita', 'sejam', 'an']",Negatif
